Centre_Title_x,Centre_Address,Eircode,Latitude,Longitude,County_x,Maximum_Occupancy,Centre_Phone,Processed_CT,Processed_County,Centre_Title_y,County_y,Cost of Care
AbbeyBreaffy Nursing Home,"Dublin Road (N5), Castlebar, F23 NY75",F23NY75,53.877612,-9.225022599999999,Mayo,55,094 902 5029,abbeybreaffy nursing home,mayo,AbbeyBreaffy Nursing Home,Co. Mayo,1125
Abbeylands Nursing Home,"Carhoo, Kildorrery, P67 NH76",P67NH76,52.2532665,-8.4351,Cork,50,022 250 90,abbeylands nursing home,k,Abbeylands Nursing Home,Co. Cork,1145
Abbot Close Care Centre,"St. Marys Terrace, Askeaton, V94 F864",V94F864,52.6016793,-8.9767441,Limerick,65,061 601 888,abbot close care centre,limerick,Abbot Close Care Centre,Co. Limerick,1109
Aclare House Nursing Home,"4/5 Tivoli Terrace South, Dun Laoghaire, A96 FX74",A96FX74,53.28910339999999,-6.1425016,Dublin,27,01 280 1345,aclare house nursing home,dublin,Aclare House Nursing Home,Co. Dublin,1325
Acorn Lodge,"Ballykelly, Cashel, E25 W528",E25W528,52.5591248,-7.847780999999999,Tipperary,50,062 64 244,acorn lodge,tipperary,Acorn Lodge,Co. Tipperary,1104
Adare and District Nursing Home,"Adare Road, Croagh, V94 TN82",V94TN82,52.5353419,-8.8680505,Limerick,84,069 644 43,adare and district nursing home,limerick,Adare and District Nursing Home,Co. Limerick,1120
Ailesbury Private Nursing Home,"58 Park Avenue, Sandymount, D04 Y437",D04Y437,53.32491229999999,-6.212185799999999,Dublin,42,01 269 2289,ailesbury private nursing home,dublin,Ailesbury Private Nursing Home,Co. Dublin,1349
Aisling House Nursing Home,"Sea Bank, Arklow, Y14 X670",Y14X670,52.8189927,-6.1274989,Wicklow,50,040 233 843,aisling house nursing home,wicklow,Aisling House Nursing Home,Co. Wicklow,1150
Altadore Nursing Home,"Upper Glenageary Road, Glenageary, A96 EW77",A96EW77,53.278521,-6.129807899999999,Dublin,62,01 284 2233,altadore nursing home,dublin,Altadore Nursing Home,Co. Dublin,1290
Alzheimer's Care Centre,"Highfield Healthcare, Swords Road, Whitehall, D09 H343",D09H343,53.3783806,-6.2446321,Dublin,119,01 837 4444,alzheimers care centre,dublin,Alzheimer's Care Centre,Co. Dublin,1415
Amberley Home and Retirement Cottages,"Acres , Fermoy , P61 AP57",P61AP57,52.1525887,-8.3277153,Cork,71,025 40 900,amberley home and retirement cottages,k,Amberley Home and Retirement Cottages,Co. Cork,1139
An Teaghlach Uilinn Nursing Home,"Kilrainey, Moycullen, H91 RW96",H91RW96,53.3429619,-9.1766097,Galway,75,091 555 444,an teaghlach uilinn nursing home,galway,An Teaghlach Uilinn Nursing Home,Co. Galway,1140
Annabeg Nursing Home,"Meadow Court, Ballybrack, A96 KW54",A96KW54,53.2526847,-6.1292956,Dublin,41,01 272 0201,annabeg nursing home,dublin,Annabeg Nursing Home,Co. Dublin,1260
Anovocare Nursing Home,"Stockhole Lane, Cloghran, Swords, K67 T8P0",K67T8P0,53.4277314,-6.214095899999999,Dublin,112,01 563 0400,anovocare nursing home,dublin,Anovocare Nursing Home,Co. Dublin,1340
Aperee Living Ballinasloe,"Bridge Street, Ballinasloe, H53 H327",H53H327,53.330994,-8.216411599999999,Galway,60,090 964 6120,aperee living ballinasloe,galway,Aperee Living Ballinasloe,Co. Galway,1002
Aperee Living Bantry,"Seafield, Bantry , P75 KT35",P75KT35,51.6722385,-9.4736733,Cork,50,027 52 711,aperee living bantry,k,Aperee Living Bantry,Co. Cork,1135
Aperee Living Camp,"Knockglassmore, Camp, Tralee, V92 YY96",V92YY96,52.22560319999999,-9.8905654,Kerry,34,066 713 0267,aperee living camp,kerry,Aperee Living Camp,Co. Kerry,1037
Aperee Living Churchtown,"Churchtown, Mallow, P51 F519",P51F519,52.2718314,-8.7359941,Cork,50,022 23789,aperee living churchtown,k,Aperee Living Churchtown,Co. Cork,1062
Aperee Living Conna,"Conna, Mallow, P51 W110",P51W110,52.0910604,-8.1042495,Cork,50,058 59 876,aperee living conna,k,Aperee Living Conna,Co. Cork,1120
Aperee Living Galway,"Ballinfoyle, Headford Road, H91 HD74",H91HD74,53.29785889999999,-9.036341,Galway,60,091 762 800,aperee living galway,galway,Aperee Living Galway,Co. Galway,1135
Aperee Living Tralee,"Skahanagh, Tralee, V92 AX22",V92AX22,52.2461287,-9.6892256,Kerry,68,066 711 9090,aperee living tralee,kerry,Aperee Living Tralee,Co. Kerry,1062
Araglen House Nursing Home,"Loumanagh, Boherbue, Mallow, P51 T990",P51T990,52.1514629,-9.085030099999999,Cork,91,029 76 771,araglen house nursing home,k,Araglen House Nursing Home,Co. Cork,1160
Aras Chois Fharraige,"Pairc, An Spidéal, H91 H9C7",H91H9C7,53.2469783,-9.2587798,Galway,42,091 553 194,aras chois fharraige,galway,Aras Chois Fharraige,Co. Galway,1112
Aras Ghaoth Dobhair,"Meenaniller, Derrybeg, Letterkenny, F92 X295",F92X295,55.0748195,-8.281463,Donegal,41,074 956 0624,aras ghaoth dobhair,donegal,Aras Ghaoth Dobhair,Co. Donegal,1045
Aras Mhic Shuibhne,"Mullinasole, Laghey, F94 DV22",F94DV22,54.6037601,-8.129750800000002,Donegal,48,074 973 4810,aras mhic shuibhne,donegal,Aras Mhic Shuibhne,Co. Donegal,1120
Aras Mhuire Nursing Facility,"Beechgrove, Drogheda, A92 HN29",A92HN29,53.72235509999999,-6.3504003,Louth,30,041 984 2222,aras mhuire nursing facility,louth,Aras Mhuire Nursing Facility,Co. Louth,1068
Aras Mhuire Nursing Home,"Greenville, Listowel, V31 WF61",V31WF61,52.4484603,-9.498363999999999,Kerry,40,068 21 470,aras mhuire nursing home,kerry,Aras Mhuire Nursing Home,Co. Kerry,1043
Aras Ui Dhomhnaill Nursing Home,"Milford, F92 HX32",F92HX32,55.0704715,-7.681230399999999,Donegal,48,074 916 3288,aras ui dhomhnaill nursing home,donegal,Aras Ui Dhomhnaill Nursing Home,Co. Donegal,1100
